scorer,,,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora
bodyparts,,,nose,nose,r_ear,r_ear,l_ear,l_ear,midpoint,midpoint,r_hlimb,r_hlimb,l_hlimb,l_hlimb,hip,hip,midtail,midtail,tailtip,tailtip
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,FAD04_OF,img03631.png,358.626627639319,273.71785216971216,349.032720452414,264.1239449828072,359.82586603768215,260.5262297877178,348.43310125323245,247.934226604905,334.64185967205657,252.7311801983575,352.0308164483219,237.74070021881843,326.8468100826962,237.14108101963689,301.06318451788906,239.53955781636313,279.4768933473528,250.33270340163125
labeled-data,FAD04_OF,img06972.png,383.2110148057631,145.39934354485786,373.61710761885814,148.39743954076567,378.4140612123106,139.40315155304222,359.82586603768215,135.2058171587713,352.0308164483219,139.40315155304222,365.2224388303162,115.41838358577974,338.8391940663275,123.81305237432161,313.0555685015203,125.61190997186628,297.4654693227997,143.0008667481316
labeled-data,FAD04_OF,img07545.png,92.995322401887,343.87329847395495,92.39570320270542,329.4824376935975,101.98961038961039,332.48053368950525,102.58922958879191,309.6950041206059,99.59113359288415,295.90376253943,115.78085197078633,301.8999545312456,113.38237517406009,283.9113785557987,121.17742476342039,262.92470658444404,130.77133195032536,238.93993861718155
labeled-data,FAD04_OF,img11021.png,92.39570320270542,354.0668248600415,94.79417999943166,339.67596407968404,104.98770638551821,346.87139446986276,104.98770638551821,331.8809144903237,102.58922958879191,322.8866265026003,114.58161357242318,333.0801528886868,115.18123277160475,318.0896729091478,127.17361675523603,297.1030009377931,140.9648583364119,274.9170905680753
labeled-data,FAD04_OF,img15022.png,127.17361675523603,81.83970843161228,140.3652391372304,93.23247321606192,128.37285515359912,100.4279036062407,146.36143112904597,108.82257239478253,157.75419591349566,106.42409559805628,147.56066952740906,129.80924436613725,164.35000710449282,125.01229077268471,180.53972548239506,139.40315155304222,200.92677825456815,156.79210832930755
labeled-data,FAD04_OF,img15362.png,223.71230782346754,367.85806644121743,212.31954303901784,360.0630168518571,223.11268862428597,354.66644405922307,209.32144704311003,340.2755832788656,199.12792065702348,339.67596407968404,216.51687743328876,327.68358009605276,196.72944386029724,318.0896729091478,190.13363266930003,297.1030009377931,188.33477507175536,270.7197561738044
labeled-data,FAD04_OF,img15580.png,186.5359174742107,71.64618204552568,202.1260166529313,80.64047003324913,190.13363266930003,88.43551962260943,205.72373184802063,90.2343772201541,224.31192702264912,96.83018841115131,207.52258944556536,104.02561880133004,217.11649663247033,105.82447639887476,229.70849981528312,126.21152917104786,242.90012219727754,148.39743954076567
labeled-data,FAD04_OF,img18359.png,89.99722640597912,92.6328540168804,107.98580238142603,87.83590042342786,106.1869447838813,99.82828440705913,121.77704396260197,95.63095001278816,131.9705703486885,87.83590042342786,125.3747591576913,105.82447639887476,141.56447753559348,103.42599960214847,163.7503879053113,113.0199067890535,188.93439427093693,117.81686038250598
labeled-data,FAD04_OF,img18543.png,127.17361675523597,261.12584898689937,122.97628236096506,245.53574980817874,135.56828554377785,247.934226604905,130.1717127511438,228.14679303191343,123.57590156014663,214.95517064991907,142.76371593395663,219.75212424337155,135.56828554377785,199.36507147119846,145.76181192986445,178.3783994998438,156.55495751513257,157.99134672767065
labeled-data,FAD04_OF,img22010.png,182.9382022791213,275.5167097672569,169.14696069794536,264.72356418198876,179.94010628321348,259.3269913893547,164.35000710449287,244.3365114098156,151.75800392168003,239.53955781636313,160.75229190940348,218.55288584500846,148.75990792577227,219.75212424337155,143.3633351331382,199.36507147119846,143.96295433231973,176.57954190229907
labeled-data,FAD04_OF,img24536.png,330.44452527778554,351.0687288641338,328.04604848105936,335.4786296854131,340.6380516638722,337.27748728295774,337.63995566796433,319.28891130751094,329.8449060786041,310.894242518969,348.43310125323245,315.6911961124215,341.83729006223524,295.90376253943,336.4407172696012,274.9170905680753,318.4521412941544,256.3288953934468
