scorer,,,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora,Nora
bodyparts,,,nose,nose,r_ear,r_ear,l_ear,l_ear,midpoint,midpoint,r_hlimb,r_hlimb,l_hlimb,l_hlimb,hip,hip,midtail,midtail,tailtip,tailtip
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,FAD05_TR M FAD+_OF,img01476.png,244.84391144960085,216.73925090227064,241.98790531131897,213.31204353633242,248.84232004319546,205.31522634914324,227.70787461990977,197.88961038961037,221.42466111568967,215.5968484469579,221.99586234334606,203.03042143851775,202.5750206030295,206.457628804456,183.72538009036924,227.0208730000853,191.15099604990206,252.15372701696558
labeled-data,FAD05_TR M FAD+_OF,img03107.png,207.14463042428042,80.79335872005464,217.42625252209513,96.78699309443294,203.14622183068582,97.92939554974572,211.14303901787503,107.63981641990398,220.85345988803329,111.63822501349858,202.5750206030295,111.0670237858422,207.14463042428042,125.34705447725145,188.86619113927657,141.9118900792862,170.01655062661638,164.759939185541
labeled-data,FAD05_TR M FAD+_OF,img12507.png,232.8486856688171,330.97949643354457,232.2774844411607,318.4130694251045,243.70150899428808,321.2690755633863,239.70310040069353,297.2786240018188,225.42306970928428,301.2770325954134,241.98790531131903,281.85619085509677,223.13826479865878,274.43057489556395,211.14303901787503,258.43694052118565,199.14781323709127,236.16009264258722
labeled-data,FAD05_TR M FAD+_OF,img12687.png,120.89324504816858,115.0654323794368,105.47081190144655,120.77744465600051,103.75720821847744,107.63981641990398,86.04997016112998,114.49423115178047,86.04997016112998,129.34546307084605,75.197146835659,109.92462133052948,65.48672596550068,129.91666429850244,44.352280542215,140.76948762397348,24.931438801898423,157.90552445366455
labeled-data,FAD05_TR M FAD+_OF,img21896.png,44.92348176987139,157.90552445366455,58.63231123362425,170.4719514621047,46.637085452840495,177.89756742163746,63.201921054875186,186.46558583648306,75.197146835659,184.18078092585756,61.48831737190608,199.60321407257953,82.62276279519176,201.31681775554864,101.472403307852,220.16645826820886,125.46285486941952,237.30249509789996
labeled-data,FAD05_TR M FAD+_OF,img24120.png,186.01018500099474,248.72651965102736,178.0133678138056,239.58730000852543,188.86619113927657,233.87528773196172,170.58775185427277,223.0224644064907,160.87733098411445,241.8721049191509,164.87573957770906,221.88006195117796,143.74129415442337,224.73606808945982,118.60844013754308,227.0208730000853,99.7587996248829,247.01291596805825
labeled-data,FAD05_TR M FAD+_OF,img24195.png,70.627537014408,218.45285458523975,91.19078121003736,221.3088607235216,83.19396402284815,232.1616840489926,102.61480576316472,236.16009264258722,116.32363522691759,233.30408650430536,111.75402540566665,252.72492824462194,127.74765978004501,248.15531842337097,152.8805137969253,245.8705135127455,169.44534939896005,225.87847054477254
labeled-data,FAD05_TR M FAD+_OF,img24279.png,68.34273210378251,178.46876864929385,78.05315297394083,190.4639944300776,64.34432351018796,192.1775981130467,74.05474438034622,211.59843985336332,86.62117138878637,227.0208730000853,63.201921054875186,216.73925090227064,79.19555542925355,239.5873000085254,96.90279348660101,260.15054420415476,122.0356475034813,265.2913552530621
labeled-data,FAD05_TR M FAD+_OF,img27399.png,296.8232231663305,287.56820313166054,299.6792293046123,298.9922276847879,288.8264059791414,296.136221546506,287.1128022961722,321.2690755633863,271.1191679217939,353.8275455397994,276.8311801983576,324.6962829293245,266.5495581005429,335.54910625479556,252.26952740913367,314.98586205916627,237.41829549006803,290.42420926994237
labeled-data,FAD05_TR M FAD+_OF,img27955.png,242.55910653897536,106.49741396459126,259.1239421410101,104.21260905396576,256.83913723038467,115.0654323794368,274.54637528773213,111.63822501349858,287.1128022961722,106.49741396459126,273.97517406007574,123.63345079428234,285.39919861320305,128.77426184318966,268.263161783512,147.05270112819352,244.27271022194446,160.19032936429005
labeled-data,FAD05_TR M FAD+_OF,img28388.png,20.36182898064743,374.3907897354287,18.648225297678323,355.5411492227685,32.928255989087575,362.39556395464496,30.643451078462135,343.54592344198477,22.646633891272927,335.54910625479556,45.49468299752772,341.8323197590156,38.0690670379949,317.2706669697917,51.77789650174782,297.2786240018188,70.05633578675162,282.99859331040955
